%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35
932864297008,910,932864297008,local_origin,198468.20977,1907373.67272,13.94,0.000961298631921,-0.00115324297935,0.861515369797,0.507729271895,1.98809990587,0.0,0.0,0.0,0.0,0.0,0.0,1.98809990587,0.0,0.0,0.0,0.0,0.0,0.0,7.95239962349,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
933072297008,911,933072297008,local_origin,198467.9542,1907373.66539,14.71,-0.00270403312621,3.93180630709e-06,0.863316095735,0.504656325665,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
933264297008,912,933264297008,local_origin,198467.752165,1907373.67943,15.29,-0.00152064398896,-0.00118745363747,0.865341772033,0.501178506294,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
933264297008,913,933264297008,local_origin,198467.561096,1907373.71546,15.88,0.00110847142907,0.0014694266701,0.867039577892,0.498235870291,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
933470297008,914,933470297008,local_origin,198467.380995,1907373.77349,16.45,0.00241221160913,0.00851625589642,0.868126907882,0.496263363983,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
933470297008,915,933470297008,local_origin,198467.243462,1907373.83089,16.93,0.000180793543831,0.00800644080256,0.869130630454,0.494517756432,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
933677297008,916,933677297008,local_origin,198467.052556,1907373.87799,17.49,-0.00168610549761,-0.000901427072399,0.870129757524,0.492818982538,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
933867297008,917,933867297008,local_origin,198466.850846,1907373.91418,18.04,-0.000480479345593,-0.00313487817584,0.870619211727,0.491947283609,1.90439998684,0.0,0.0,0.0,0.0,0.0,0.0,1.90439998684,0.0,0.0,0.0,0.0,0.0,0.0,7.61759994736,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
934055297008,918,934055297008,local_origin,198466.691541,1907373.93867,18.5,-0.00152566570914,-0.00261987751738,0.870625510023,0.491937018207,1.90439998684,0.0,0.0,0.0,0.0,0.0,0.0,1.90439998684,0.0,0.0,0.0,0.0,0.0,0.0,7.61759994736,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
934055297008,919,934055297008,local_origin,198466.500148,1907373.95256,19.04,-0.00325359913506,-0.00205641795487,0.870230740087,0.492629317282,1.90439998684,0.0,0.0,0.0,0.0,0.0,0.0,1.90439998684,0.0,0.0,0.0,0.0,0.0,0.0,7.61759994736,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
934263297008,920,934263297008,local_origin,198466.319234,1907373.95521,19.6,-0.00464332361893,-0.00388172036506,0.869575999766,0.493762040282,1.90439998684,0.0,0.0,0.0,0.0,0.0,0.0,1.90439998684,0.0,0.0,0.0,0.0,0.0,0.0,7.61759994736,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
934474297008,921,934474297008,local_origin,198466.1488,1907373.94664,20.08,-0.00464332361893,-0.00388172036506,0.869575999766,0.493762040282,1.90439998684,0.0,0.0,0.0,0.0,0.0,0.0,1.90439998684,0.0,0.0,0.0,0.0,0.0,0.0,7.61759994736,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
934474297008,922,934474297008,local_origin,198465.988683,1907373.91576,20.56,-0.00255673418433,-0.00231963603902,0.868588304568,0.49552239058,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
934661297008,923,934661297008,local_origin,198465.796314,1907373.8632,21.03,0.000295583305357,0.00431860189497,0.867418527033,0.497560409667,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
934870297008,924,934870297008,local_origin,198465.561216,1907373.80019,21.7,0.00114693632267,0.0134915643899,0.865877320982,0.50007312189,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
935057297008,925,935057297008,local_origin,198465.347401,1907373.73687,22.29,0.00525855261318,0.0217085455218,0.863716286413,0.503483131058,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
935057297008,926,935057297008,local_origin,198465.133424,1907373.66247,22.9,0.00427134455346,0.0225131250728,0.861602066759,0.507066852962,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
935265297008,927,935265297008,local_origin,198464.929927,1907373.57685,23.51,-0.00257995885069,0.0141238723462,0.859984341838,0.510118409622,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
935476297008,928,935476297008,local_origin,198464.75868,1907373.5129,24.06,-0.00574228545009,0.00916268300941,0.858295146757,0.513042408044,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
935476297008,929,935476297008,local_origin,198464.576467,1907373.42696,24.7,-0.0068659903267,0.00895662623417,0.856660650239,0.515756887841,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
935665297008,930,935665297008,local_origin,198464.394253,1907373.34102,25.25,-0.00679518653124,0.00921184828914,0.854855661144,0.518739593536,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
935872297008,931,935872297008,local_origin,198464.21204,1907373.25509,25.8,-0.00543763545523,0.0084463349033,0.85262942891,0.522419513901,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
935872297008,932,935872297008,local_origin,198463.944041,1907373.1261,26.45,-0.00455290052164,0.00649588131919,0.85100159304,0.525103192969,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
936081297008,933,936081297008,local_origin,198463.60106,1907372.96499,27.21,-0.00187174193029,0.00586566168291,0.848718154877,0.528809591608,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
936269297008,934,936269297008,local_origin,198463.311939,1907372.84739,27.87,0.00343806133431,0.00318751957758,0.847679162305,0.53048850812,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
936478297008,935,936478297008,local_origin,198463.054907,1907372.7404,28.43,0.0101584104858,0.00403668137624,0.847863249736,0.530102274705,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
936478297008,936,936478297008,local_origin,198462.798037,1907372.64448,29.01,0.00562447515765,-0.00297710475638,0.849168514622,0.528083644796,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
936687297008,937,936687297008,local_origin,198462.455219,1907372.49444,29.76,-0.010658017676,-0.0199059352898,0.851493702461,0.52387845448,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
936874297008,938,936874297008,local_origin,198462.187544,1907372.3876,30.31,-0.0145311670896,-0.0277001763267,0.8535908321,0.5200040738,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
936874297008,939,936874297008,local_origin,198461.930349,1907372.26954,30.86,-0.0115979671226,-0.0272917546213,0.855162284345,0.517511463373,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
937080297008,940,937080297008,local_origin,198461.651871,1907372.15178,31.43,-0.0136074724485,-0.0279558359104,0.856652299208,0.514956450774,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,1.68999987602,0.0,0.0,0.0,0.0,0.0,0.0,6.75999950409,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,99999.0
